arc 	(I P)	arcati	indicative
arc 	(I P)	arcayati	causative indicative
arc 	(I P)	ārcicat	aorist
arc 	(I P)	arciṣyati	future
arc 	(I P)	arcita	past participle
arc 	(I P)	arcitum	infinitive
arc 	(I P)	arcitvā	absolutive
arc 	(I P)	°arcya	absolutive
arc 	(I P)	arcya	gerundive
arc 	(I P)	arcyate	present passive
argh 	(I P)	arghati	indicative
argh 	(I P)	arghita	past participle
argh 	(I P)	arghya	gerundive
arh 	(I P)	arhaṇīya	gerundive
arh 	(I P)	arhate	indicative
arh 	(I P)	arhati	indicative
arh 	(I P)	arhayati	causative indicative
arh 	(I P)	arhita	past participle
arh 	(I P)	°arhitavya	gerundive
arth 	(X Ā)	arthanīya	gerundive
arth 	(X Ā)	arthayate	indicative
arth 	(X Ā)	arthayitum	infinitive
arth 	(X Ā)	arthita	past participle
arth 	(X Ā)	arthitavya	gerundive
arth 	(X Ā)	°arthya	absolutive
arth 	(X Ā)	arthyate	present passive
ās 	(II  Ā)	āsīta	optative
ās 	(II  Ā)	āsita	past participle
ās 	(II  Ā)	āstām	imperative
ās 	(II  Ā)	āste	indicative
as  	(II P)	asāma	imperative
as  	(II P)	āsam	imperfect
as  	(II P)	asāni	imperative
as  	(II P)	āsan	imperfect
as  	(II P)	āsa	perfect
as  	(II P)	āsathuḥ	perfect
as  	(II P)	āsatuḥ	perfect
as  	(II P)	asāva	imperative
as  	(II P)	āsīḥ	imperfect
as  	(II P)	asi	indicative
as  	(II P)	āsima	perfect
as  	(II P)	āsitha	perfect
as  	(II P)	āsīt	imperfect
as  	(II P)	āsiva	perfect
as  	(II P)	āsma	imperfect
as  	(II P)	asmi	indicative
as  	(II P)	āsta	imperfect
as  	(II P)	āstam	imperfect
as  	(II P)	āstām	imperfect
as  	(II P)	asti	indicative
as  	(II P)	astu	imperative
as  	(II P)	āsuḥ	perfect
as  	(II P)	āsva	imperfect
as  	(II P)	edhi	imperative
as  	(II P)	santi	indicative
as  	(II P)	santu	imperative
as  	(II P)	smaḥ	indicative
as  	(II P)	staḥ	indicative
as  	(II P)	sta	imperative
as  	(II P)	stam	imperative
as  	(II P)	stām	imperative
as  	(II P)	sthaḥ	indicative
as  	(II P)	stha	indicative
as  	(II P)	svaḥ	indicative
as  	(II P)	syāḥ	optative
as  	(II P)	syāma	optative
as  	(II P)	syām	optative
as  	(II P)	syātam	optative
as  	(II P)	syātām	optative
as  	(II P)	syāta	optative
as  	(II P)	syāt	optative
as  	(II P)	syāva	optative
as  	(II P)	syuḥ	optative
as  	(IV P)	asanīya	gerundive
as  	(IV P)	āsa	perfect
as  	(IV P)	āsathuḥ	perfect
as  	(IV P)	āsatuḥ	perfect
as  	(IV P)	āsayati	causative indicative
as  	(IV P)	āsima	perfect
as  	(IV P)	āsi	passive aorist
as  	(IV P)	asiṣyati	future
as  	(IV P)	āsitha	perfect
as  	(IV P)	asitum	infinitive
as  	(IV P)	asitvā	absolutive
as  	(IV P)	āsiva	perfect
as  	(IV P)	asta	past participle
as  	(IV P)	astavya	gerundive
as  	(IV P)	āsthat	aorist
as  	(IV P)	astvā	absolutive
as  	(IV P)	āsuḥ	perfect
as  	(IV P)	asyate	present passive
as  	(IV P)	asyati	indicative
aś  	(IX P)	aśāna	imperative
aś  	(IX P)	aśanīya	gerundive
aś  	(IX P)	āśa	perfect
aś  	(IX P)	āśayati	causative indicative
aś  	(IX P)	aśiśiṣati	desiderative indicative
aś  	(IX P)	aśiṣyati	future
aś  	(IX P)	āśita	causative past participle
aś  	(IX P)	āśīt	aorist
aś  	(IX P)	aśita	past participle
aś  	(IX P)	aśitavya	gerundive
aś  	(IX P)	aśitum	infinitive
aś  	(IX P)	aśitvā	absolutive
aś  	(IX P)	aśnāni	imperative
aś  	(IX P)	aśnāti	indicative
aś  	(IX P)	aśnātu	imperative
aś  	(IX P)	aśnīyāt	optative
aś  	(IX P)	°aśya	absolutive
aś  	(IX P)	āśya	gerundive
aś  	(IX P)	aśyate	present passive
aś  	(V Ā)	ānaṃśa	perfect
aś  	(V Ā)	ānaśe	perfect
aś  	(V Ā)	ānaśuḥ	perfect
aś  	(V Ā)	aśitum	infinitive
aś  	(V Ā)	aśitvā	absolutive
aś  	(V Ā)	aśnavai	imperative
aś  	(V Ā)	aśnoti	indicative
aś  	(V Ā)	aśnuṣva	imperative
aś  	(V Ā)	āśnuta	imperfect
aś  	(V Ā)	aśnutām	imperative
aś  	(V Ā)	aśnute	indicative
aś  	(V Ā)	āśnuthāḥ	imperfect
aś  	(V Ā)	āśnuvi	imperfect
aś  	(V Ā)	aśnuvīta	optative
aś  	(V Ā)	aṣṭa	past participle
aś  	(V Ā)	aṣṭvā	absolutive
aṭ 	(I P)	aṭate	indicative
aṭ 	(I P)	aṭati	indicative
aṭ 	(I P)	aṭita	past participle
aṭ 	(I P)	aṭitum	infinitive
aṭ 	(I P)	aṭitvā	absolutive
av 	(I P)	āva	perfect
av 	(I P)	avatāt	imperative
av 	(I P)	avati	indicative
av 	(I P)	avatu	imperative
av 	(I P)	avita	past participle
av 	(I P)	avitum	infinitive
bādh 	(I Ā)	babādhe	perfect
bādh 	(I Ā)	bādhanīya	gerundive
bādh 	(I Ā)	bādhate	indicative
bādh 	(I Ā)	bādhati	indicative
bādh 	(I Ā)	bādhayati	causative indicative
bādh 	(I Ā)	bādhiṣyate	future
bādh 	(I Ā)	bādhiṣyati	future
bādh 	(I Ā)	bādhita	past participle
bādh 	(I Ā)	bādhitavya	gerundive
bādh 	(I Ā)	bādhitum	infinitive
bādh 	(I Ā)	bādhitvā	absolutive
bādh 	(I Ā)	bādhya	gerundive
bādh 	(I Ā)	bādhyate	present passive
bādh 	(I Ā)	bībhatsate	desiderative indicative
bandh 	(IX P)	babanddha	perfect
bandh 	(IX P)	babandha	perfect
bandh 	(IX P)	babandhitha	perfect
bandh 	(IX P)	babandhuḥ	perfect
bandh 	(IX P)	baddha	past participle
bandh 	(IX P)	baddhavya	gerundive
bandh 	(IX P)	baddhum	infinitive
bandh 	(IX P)	baddhvā	absolutive
bandh 	(IX P)	badhnāti	indicative
bandh 	(IX P)	°badhya	absolutive
bandh 	(IX P)	badhyate	present passive
bandh 	(IX P)	banddhum	infinitive
bandh 	(IX P)	bandhanīya	gerundive
bandh 	(IX P)	bandhayati	causative indicative
bandh 	(IX P)	bandhiṣyate	future
bandh 	(IX P)	bandhiṣyati	future
bandh 	(IX P)	bandhitum	infinitive
bandh 	(IX P)	bandhya	gerundive
bandh 	(IX P)	bhantsyati	future
bhā 	(II P)	abhān	imperfect
bhā 	(II P)	abhāt	imperfect
bhā 	(II P)	abhuḥ	imperfect
bhā 	(II P)	babhau	perfect
bhā 	(II P)	bhānti	indicative
bhā 	(II P)	bhāpayate	causative indicative
bhā 	(II P)	bhāsyati	future
bhā 	(II P)	bhāta	past participle
bhā 	(II P)	bhāti	indicative
bhā 	(II P)	bhātu	imperative
bhā 	(II P)	bhātum	infinitive
bhaj 	(I PĀ)	abhākṣīt	aorist
bhaj 	(I PĀ)	abhakta	aorist
bhaj 	(I PĀ)	babhaja	perfect
bhaj 	(I PĀ)	babhāja	perfect
bhaj 	(I PĀ)	babhaktha	perfect
bhaj 	(I PĀ)	bhajanīya	gerundive
bhaj 	(I PĀ)	bhajate	indicative
bhaj 	(I PĀ)	bhajati	indicative
bhaj 	(I PĀ)	bhājayate	causative indicative
bhaj 	(I PĀ)	bhājayati	causative indicative
bhaj 	(I PĀ)	bhajiṣyate	future
bhaj 	(I PĀ)	bhajiṣyati	future
bhaj 	(I PĀ)	bhajitavya	gerundive
bhaj 	(I PĀ)	bhajitum	infinitive
bhaj 	(I PĀ)	°bhajya	absolutive
bhaj 	(I PĀ)	bhajya	gerundive
bhaj 	(I PĀ)	bhājya	gerundive
bhaj 	(I PĀ)	bhajyate	present passive
bhaj 	(I PĀ)	bhakta	past participle
bhaj 	(I PĀ)	bhaktavya	gerundive
bhaj 	(I PĀ)	bhaktum	infinitive
bhaj 	(I PĀ)	bhaktvā	absolutive
bhaj 	(I PĀ)	bheje	perfect
bhaj 	(I PĀ)	bhejire	perfect
bhaj 	(I PĀ)	bhejuḥ	perfect
bhaj 	(I PĀ)	bhikṣate	desiderative indicative
bhaj 	(I PĀ)	bhikṣati	desiderative indicative
bhakṣ 	(X PĀ)	abhakṣi	passive aorist
bhakṣ 	(X PĀ)	babhakṣa	perfect
bhakṣ 	(X PĀ)	bhakṣaṇīya	gerundive
bhakṣ 	(X PĀ)	bhakṣate	indicative
bhakṣ 	(X PĀ)	bhakṣati	indicative
bhakṣ 	(X PĀ)	bhakṣayām āsa	periphrastic perfect
bhakṣ 	(X PĀ)	bhakṣayate	indicative
bhakṣ 	(X PĀ)	bhakṣayati	indicative
bhakṣ 	(X PĀ)	bhakṣayiṣyati	future
bhakṣ 	(X PĀ)	bhakṣayitavya	gerundive
bhakṣ 	(X PĀ)	bhakṣayitvā	absolutive
bhakṣ 	(X PĀ)	bhakṣita	past participle
bhakṣ 	(X PĀ)	bhakṣitavya	gerundive
bhakṣ 	(X PĀ)	bhakṣitum	infinitive
bhakṣ 	(X PĀ)	bhakṣya	gerundive
bhakṣ 	(X PĀ)	bhakṣyate	present passive
bhakṣ 	(X PĀ)	bibhakṣayiṣati	desiderative indicative
bhakṣ 	(X PĀ)	cakāra	periphrastic perfect
bhal 	(X Ā)	nibhālayate	indicative
bhal 	(X Ā)	nibhālayati	indicative
bhal 	(X Ā)	nibhālayitum	infinitive
bhal 	(X Ā)	nibhālita	past participle
bhaṇ 	(I P)	abhāṇi	passive aorist
bhaṇ 	(I P)	babhāṇa	perfect
bhaṇ 	(I P)	bhaṇanīya	gerundive
bhaṇ 	(I P)	bhaṇati	indicative
bhaṇ 	(I P)	bhaṇita	past participle
bhaṇ 	(I P)	bhaṇitvā	absolutive
bhaṇ 	(I P)	bhaṇyate	present passive
bhaṇ 	(I P)	bibhaṇiṣati	desiderative indicative
bhañj 	(VII  P)	abhāji	passive aorist
bhañj 	(VII  P)	abhanak	imperfect
bhañj 	(VII  P)	abhāṅkṣīt	aorist
bhañj 	(VII  P)	babhañja	perfect
bhañj 	(VII  P)	babhañjire	perfect
bhañj 	(VII  P)	bhagna	past participle
bhañj 	(VII  P)	°bhajya	absolutive
bhañj 	(VII  P)	bhajyate	present passive
bhañj 	(VII  P)	bhaktvā	absolutive
bhañj 	(VII  P)	bhanakti	indicative
bhañj 	(VII  P)	bhanaktu	imperative
bhañj 	(VII  P)	bhañjyāt	optative
bhañj 	(VII  P)	bhaṅkṣyati	future
bhañj 	(VII  P)	bhaṅktā	periphrastiv future
bhañj 	(VII  P)	bhaṅktvā	absolutive
bharts 	(X Ā)	bhartsayām āsa	periphrastic perfect
bharts 	(X Ā)	bhartsayant	present active participle
bharts 	(X Ā)	bhartsayate	indicative
bharts 	(X Ā)	bhartsayati	indicative
bharts 	(X Ā)	bhartsayitvā	absolutive
bharts 	(X Ā)	bhartsita	past participle
bharts 	(X Ā)	bhartsyate	present passive
bharts 	(X Ā)	cakāra	periphrastic perfect
bhāṣ 	(I Ā)	abhāṣiṣi	aorist
bhāṣ 	(I Ā)	abhāṣiṣṭa	aorist
bhās 	(I Ā)	babhāse	perfect
bhāṣ 	(I Ā)	babhāṣe	perfect
bhāṣ 	(I Ā)	°bhāṣaṇīya	gerundive
bhās 	(I Ā)	bhāsate	indicative
bhāṣ 	(I Ā)	bhāṣate	indicative
bhās 	(I Ā)	bhāsati	indicative
bhāṣ 	(I Ā)	bhāṣati	indicative
bhās 	(I Ā)	bhāsayate	causative indicative
bhāṣ 	(I Ā)	bhāṣayate	causative indicative
bhās 	(I Ā)	bhāsayati	causative indicative
bhāṣ 	(I Ā)	bhāṣayati	causative indicative
bhāṣ 	(I Ā)	bhāṣiṣyate	future
bhās 	(I Ā)	bhāsita	past participle
bhāṣ 	(I Ā)	bhāṣita	past participle
bhāṣ 	(I Ā)	bhāṣitavya	gerundive
bhāṣ 	(I Ā)	bhāṣitum	infinitive
bhās 	(I Ā)	bhāsitvā	absolutive
bhāṣ 	(I Ā)	bhāṣitvā	absolutive
bhāṣ 	(I Ā)	bhāṣtum	infinitive
bhāṣ 	(I Ā)	°bhāṣya	absolutive
bhās 	(I Ā)	bhāsya	gerundive
bhāṣ 	(I Ā)	bhāṣya	gerundive
bhāṣ 	(I Ā)	bhāṣyate	present passive
bhas 	(III P)	babhasti	indicative
bhas 	(III P)	bhasita	past participle
bhaṣ 	(I P)	bhaṣate	indicative
bhaṣ 	(I P)	bhaṣati	indicative
bhaṣ 	(I P)	bhaṣita	past participle
bhaṣ 	(I P)	bhaṣitum	infinitive
bhid 	(VII PĀ)	bhedanīya	gerundive
bhid 	(VII PĀ)	bhedayate	causative indicative
bhid 	(VII PĀ)	bhedayati	causative indicative
bhid 	(VII PĀ)	bhedya	gerundive
bhid 	(VII PĀ)	bhetsyate	future
bhid 	(VII PĀ)	bhetsyati	future
bhid 	(VII PĀ)	bhettavya	gerundive
bhid 	(VII PĀ)	bhettum	infinitive
bhid 	(VII PĀ)	°bhidya	absolutive
bhid 	(VII PĀ)	bhidyate	present passive
bhid 	(VII PĀ)	bhinatti	indicative
bhid 	(VII PĀ)	bhindanti	indicative
bhid 	(VII PĀ)	bhinna	past participle
bhid 	(VII PĀ)	bhintte	indicative
bhid 	(VII PĀ)	bhittvā	absolutive
bhid 	(VII PĀ)	bibheda	perfect
bhid 	(VII PĀ)	bibhide	perfect
bhid 	(VII PĀ)	bibhiduḥ	perfect
bhī 	(III P)	abhaiṣīt	aorist
bhī 	(III P)	abibhayuḥ	imperfect
bhī 	(III P)	abibhet	imperfect
bhī 	(III P)	bebhīyate	intensive indicative
bhī 	(III P)	bhāyayati	causative indicative
bhī 	(III P)	bhetavya	gerundive
bhī 	(III P)	bhetum	infinitive
bhī 	(III P)	°bheya	gerundive
bhī 	(III P)	bhīṣayate	causative indicative
bhī 	(III P)	bhīṣayati	causative indicative
bhī 	(III P)	bhīta	past participle
bhī 	(III P)	°bhīya	absolutive
bhī 	(III P)	bhīyate	present passive
bhī 	(III P)	bibhāya	perfect
bhī 	(III P)	bibheti	indicative
bhī 	(III P)	bibhyanti	indicative
bhī 	(III P)	bibhyati	indicative
bhī 	(III P)	bibhye	perfect
bhī 	(III P)	bibhyuḥ	perfect
bhikṣ 	(I Ā)	bhikṣate	indicative
bhikṣ 	(I Ā)	bhikṣati	indicative
bhikṣ 	(I Ā)	bhikṣayati	causative indicative
bhikṣ 	(I Ā)	bhikṣiṣyate	future
bhikṣ 	(I Ā)	bhikṣita	past participle
bhikṣ 	(I Ā)	bhikṣitum	infinitive
bhikṣ 	(I Ā)	bhikṣitvā	absolutive
bhikṣ 	(I Ā)	bibhikṣe	perfect
bhrāj 	(I Ā)	babhrāja	perfect
bhrāj 	(I Ā)	babhrāje	perfect
bhrāj 	(I Ā)	bhrājate	indicative
bhrāj 	(I Ā)	bhrājati	indicative
bhrāj 	(I Ā)	bhrājayati	causative indicative
bhrāj 	(I Ā)	bhrājiṣyate	future
bhrāj 	(I Ā)	bhrājita	past participle
bhrāj 	(I Ā)	bhreje	perfect
bhrajj 	(VI PĀ)	bharjjayati	causative indicative
bhrajj 	(VI PĀ)	bhṛjjati	indicative
bhrajj 	(VI PĀ)	bhṛjjyate	present passive
bhrajj 	(VI PĀ)	bhṛṣṭa	past participle
bhrajj 	(VI PĀ)	bhṛṣṭvā	absolutive
bhram 	(IV P, I P)	abhrāmi	passive aorist
bhram 	(IV P, I P)	abibhramat	causative aorist
bhram 	(IV P, I P)	babhrāma	perfect
bhram 	(IV P, I P)	babhramuḥ	perfect
bhram 	(IV P, I P)	bambhramīti	intensive indicative
bhram 	(IV P, I P)	bambhramyate	intensive indicative
bhram 	(IV P, I P)	bhramaṇīya	gerundive
bhram 	(IV P, I P)	bhramate	indicative
bhram 	(IV P, I P)	bhramati	indicative
bhram 	(IV P, I P)	bhramayati	causative indicative
bhram 	(IV P, I P)	bhrāmayati	causative indicative
bhram 	(IV P, I P)	bhramiṣyati	future
bhram 	(IV P, I P)	bhramitum	infinitive
bhram 	(IV P, I P)	bhramitvā	absolutive
bhram 	(IV P, I P)	°bhramya	absolutive
bhram 	(IV P, I P)	°bhrāmya	absolutive
bhram 	(IV P, I P)	bhramyate	present passive
bhram 	(IV P, I P)	bhrāmyati	indicative
bhram 	(IV P, I P)	bhrānta	past participle
bhram 	(IV P, I P)	bhrāntum	infinitive
bhram 	(IV P, I P)	bhrāntvā	absolutive
bhram 	(IV P, I P)	bhremuḥ	perfect
bhraṃś 	(IV P, I Ā)	bhraṃśate	indicative
bhraṃś 	(IV P, I Ā)	bhraṃśayati	causative indicative
bhraṃś 	(IV P, I Ā)	bhraṣṭa	past participle
bhraṃś 	(IV P, I Ā)	bhraśyate	indicative
bhraṃś 	(IV P, I Ā)	bhraśyati	indicative
bhṛ 	(III PĀ, I PĀ)	abhṛta	aorist
bhṛ 	(III PĀ, I PĀ)	babhāra	perfect
bhṛ 	(III PĀ, I PĀ)	babhartha	perfect
bhṛ 	(III PĀ, I PĀ)	babhṛva	perfect
bhṛ 	(III PĀ, I PĀ)	barībharti	intensive indicative
bhṛ 	(III PĀ, I PĀ)	bharaṇīya	gerundive
bhṛ 	(III PĀ, I PĀ)	bharate	indicative
bhṛ 	(III PĀ, I PĀ)	bharati	indicative
bhṛ 	(III PĀ, I PĀ)	bhārayati	causative indicative
bhṛ 	(III PĀ, I PĀ)	bhariṣyati	future
bhṛ 	(III PĀ, I PĀ)	bhartavya	gerundive
bhṛ 	(III PĀ, I PĀ)	bhartum	infinitive
bhṛ 	(III PĀ, I PĀ)	bhriyate	present passive
bhṛ 	(III PĀ, I PĀ)	bhṛta	past participle
bhṛ 	(III PĀ, I PĀ)	bhṛtvā	absolutive
bhṛ 	(III PĀ, I PĀ)	°bhṛtya	absolutive
bhṛ 	(III PĀ, I PĀ)	bhṛtya	gerundive
bhṛ 	(III PĀ, I PĀ)	bibharāṃ babhūva	periphrastic perfect
bhṛ 	(III PĀ, I PĀ)	bibharāṇi	imperative
bhṛ 	(III PĀ, I PĀ)	bibharti	indicative
bhṛ 	(III PĀ, I PĀ)	bibhartu	imperative
bhṛ 	(III PĀ, I PĀ)	bibhrati	indicative
bhṛ 	(III PĀ, I PĀ)	bibhṛhi	imperative
bhṛ 	(III PĀ, I PĀ)	bubhūrṣati	desiderative indicative
bhṛ 	(III PĀ, I PĀ)	saṃbhārya	gerundive
bhū 	(I P)	abhāvi	passive aorist
bhū 	(I P)	abhūt	aorist
bhū 	(I P)	babhūva	perfect
bhū 	(I P)	babhūvuḥ	perfect
bhū 	(I P)	bhāvanīya	causative gerundive
bhū 	(I P)	bhavanīya	gerundive
bhū 	(I P)	bhavate	indicative
bhū 	(I P)	bhavati	indicative
bhū 	(I P)	bhāvayate	causative indicative
bhū 	(I P)	bhāvayati	causative indicative
bhū 	(I P)	bhāvayitavya	causative gerundive
bhū 	(I P)	bhavet	optative
bhū 	(I P)	bhaviṣyati	future
bhū 	(I P)	bhavitā	periphrastiv future
bhū 	(I P)	bhavitavya	gerundive
bhū 	(I P)	bhavitum	infinitive
bhū 	(I P)	bhāvya	causative gerundive
bhū 	(I P)	bhavya	gerundive
bhū 	(I P)	bhāvya	gerundive
bhū 	(I P)	bhūta	past participle
bhū 	(I P)	bhūtvā	absolutive
bhū 	(I P)	°bhūya	absolutive
bhū 	(I P)	bhūyate	present passive
bhū 	(I P)	bobhavīti	intensive indicative
bhū 	(I P)	bubhūṣate	desiderative indicative
bhū 	(I P)	bubhūṣati	desiderative indicative
bhuj  	(VII P)	bhogya	gerundive
bhuj  	(VII P)	bhojanīya	gerundive
bhuj  	(VII P)	bhojayate	causative indicative
bhuj  	(VII P)	bhojayati	causative indicative
bhuj  	(VII P)	bhojayitavya	causative gerundive
bhuj  	(VII P)	bhojya	gerundive
bhuj  	(VII P)	bhokṣyate	future
bhuj  	(VII P)	bhokṣyati	future
bhuj  	(VII P)	bhoktavya	gerundive
bhuj  	(VII P)	bhoktum	infinitive
bhuj  	(VII P)	bhujyate	present passive
bhuj  	(VII P)	bhukta	past participle
bhuj  	(VII P)	bhuktvā	absolutive
bhuj  	(VII P)	bhunakti	indicative
bhuj  	(VII P)	bhuñjanti	indicative
bhuj  	(VII P)	bhuñjāpayati	causative indicative
bhuj  	(VII P)	bhuñjate	indicative
bhuj  	(VII P)	bhuṅkte	indicative
bhuj  	(VII P)	bhuṅktvā	absolutive
bhuj  	(VII P)	bobhujīti	intensive indicative
bhuj  	(VII P)	bobhujyate	intensive indicative
bhuj  	(VII P)	bubhuje	perfect
bhuj  	(VII P)	bubhujuḥ	perfect
bhuj  	(VII P)	bubhukṣate	desiderative indicative
bhuj  	(VII P)	bubhukṣati	desiderative indicative
bhuj  	(VI P)	ābhujya	absolutive
bhuj  	(VI P)	bhugna	past participle
bhuj  	(VI P)	bhujati	indicative
bhuj  	(VI P)	bubhoja	perfect
bhūṣ 	(X PĀ)	abhūṣi	passive aorist
bhūṣ 	(X PĀ)	bhūṣaṇīya	gerundive
bhūṣ 	(X PĀ)	bhūṣayate	indicative
bhūṣ 	(X PĀ)	bhūṣayati	indicative
bhūṣ 	(X PĀ)	bhūṣayitā	periphrastiv future
bhūṣ 	(X PĀ)	bhūṣayitavya	gerundive
bhūṣ 	(X PĀ)	bhūṣita	past participle
bhūṣ 	(X PĀ)	bhūṣya	gerundive
bṛṃh 	(I P)	babṛṃhe	perfect
bṛṃh 	(I P)	babṛṃhire	perfect
bṛṃh 	(I P)	bṛṃhaṇīya	gerundive
bṛṃh 	(I P)	bṛṃhati	indicative
bṛṃh 	(I P)	bṛṃhayate	causative indicative
bṛṃh 	(I P)	bṛṃhayati	causative indicative
bṛṃh 	(I P)	bṛṃhayitavya	causative gerundive
bṛṃh 	(I P)	bṛṃhita	past participle
brū 	(II PĀ)	abravam	imperfect
brū 	(II PĀ)	abravīḥ	imperfect
brū 	(II PĀ)	abravīt	imperfect
brū 	(II PĀ)	abrūma	imperfect
brū 	(II PĀ)	abrūta	imperfect
brū 	(II PĀ)	abrūtam	imperfect
brū 	(II PĀ)	abrūtām	imperfect
